level,group,instrument,signal,sizing,window,n_days,sharpe_gross,sharpe_net,ann_ret_gross,ann_ret_net,ann_vol,max_dd_net,win_rate,profit_factor,t_stat_net,turnover_ann,af
instrument,crypto,XRP,composite,fixed,IS,1789,-0.026666,-0.136466,-0.225503,-0.283895,0.703915,0.940497,0.474533,0.976073,-0.302123,38.684284,365
instrument,crypto,XRP,composite,fixed,OOS,768,0.775109,0.623877,0.348841,0.219746,0.666588,0.573549,0.510000,1.144003,0.904968,49.729465,365
instrument,crypto,XRP,composite,fixed,full,2557,0.204847,0.083272,-0.085072,-0.159678,0.692894,0.969891,0.486228,1.026696,0.220403,41.983568,365
instrument,crypto,XRP,composite,vol,5y,1826,0.024623,-0.177904,-0.003874,-0.027227,0.116921,0.392705,0.478261,0.976596,-0.397914,11.840797,365
instrument,crypto,XRP,composite,vol,3y,1096,0.488699,0.285187,0.054571,0.028258,0.124849,0.261832,0.488704,1.072212,0.494183,12.567901,365
instrument,crypto,XRP,composite,vol,1y,366,1.004032,0.815754,0.134375,0.106237,0.134858,0.126641,0.540785,1.158622,0.816871,12.575719,365
instrument,crypto,XRP,composite,vol,IS,1789,0.184835,0.037355,0.015001,-0.002313,0.116773,0.301001,0.474533,1.018750,0.082700,8.591874,365
instrument,crypto,XRP,composite,vol,OOS,768,0.881405,0.705456,0.116677,0.090594,0.135941,0.171147,0.510000,1.162682,1.023302,11.810070,365
instrument,crypto,XRP,composite,vol,full,2557,0.415821,0.259333,0.044526,0.024728,0.122838,0.398391,0.486228,1.069682,0.686398,9.554253,365
instrument,crypto,XRP,buyhold,long1x,5y,1826,0.526778,0.526778,0.113487,0.113487,0.856132,0.778259,0.489863,1.094195,1.178235,0.000000,365
instrument,crypto,XRP,buyhold,long1x,3y,1096,0.738558,0.738558,0.348971,0.348971,0.875057,0.707959,0.480365,1.142962,1.279805,0.000000,365
instrument,crypto,XRP,buyhold,long1x,1y,366,-0.640781,-0.640781,-0.485524,-0.485524,0.678524,0.707959,0.427397,0.901336,-0.641658,0.000000,365
instrument,crypto,XRP,buyhold,long1x,IS,1789,0.561260,0.561260,0.057927,0.057927,1.072810,0.832490,0.502237,1.107605,1.242576,0.000000,365
instrument,crypto,XRP,buyhold,long1x,OOS,768,0.846607,0.846607,0.447455,0.447455,0.833013,0.707959,0.479791,1.149832,1.228050,0.000000,365
instrument,crypto,XRP,buyhold,long1x,full,2557,0.628914,0.628914,0.162380,0.162380,1.006647,0.832490,0.495305,1.118603,1.664602,0.000000,365
instrument,crypto,ADA,10,fixed,5y,1826,0.318611,0.087915,-0.156455,-0.318894,0.898445,0.971588,0.498082,1.014028,0.196639,102.400000,365
instrument,crypto,ADA,10,fixed,3y,1096,-0.093786,-0.317737,-0.448884,-0.556413,0.918569,0.966570,0.479452,0.951214,-0.550587,103.333333,365
instrument,crypto,ADA,10,fixed,1y,366,-0.292082,-0.557668,-0.420963,-0.537436,0.799735,0.801463,0.482192,0.921413,-0.558432,108.000000,365
instrument,crypto,ADA,10,fixed,IS,1789,0.735697,0.521927,0.276965,0.030790,0.990371,0.821404,0.497750,1.083099,1.155497,103.090045,365
instrument,crypto,ADA,10,fixed,OOS,768,-0.223081,-0.435870,-0.563259,-0.650707,0.982923,0.966570,0.482399,0.930804,-0.632254,105.645372,365
instrument,crypto,ADA,10,fixed,full,2557,0.449358,0.235750,-0.074815,-0.255250,0.988208,0.971588,0.493323,1.037409,0.623980,103.816510,365
instrument,crypto,ADA,10,vol,5y,1826,0.590414,0.339570,0.088568,0.044004,0.169323,0.294865,0.497534,1.053653,0.759509,20.778396,365
instrument,crypto,ADA,10,vol,3y,1096,0.359416,0.114554,0.048610,0.004471,0.176796,0.294865,0.479452,1.019622,0.198504,21.381613,365
instrument,crypto,ADA,10,vol,1y,366,0.068880,-0.205124,-0.001677,-0.044947,0.161063,0.239970,0.482192,0.968029,-0.205405,22.061252,365
instrument,crypto,ADA,10,vol,IS,1789,0.870865,0.632608,0.135718,0.093715,0.162423,0.236619,0.497685,1.101476,1.400533,18.742713,365
instrument,crypto,ADA,10,vol,OOS,768,0.132070,-0.100924,0.007591,-0.033151,0.176824,0.294865,0.482399,0.983228,-0.146396,20.523053,365
instrument,crypto,ADA,10,vol,full,2557,0.635119,0.398689,0.095611,0.053954,0.166869,0.294865,0.493189,1.063638,1.055244,19.269659,365
instrument,crypto,ADA,20,fixed,5y,1826,0.135462,-0.010826,-0.283274,-0.375446,0.896569,0.969233,0.496438,0.997968,-0.024214,65.200000,365
instrument,crypto,ADA,20,fixed,3y,1096,0.197683,0.053928,-0.279768,-0.373118,0.916434,0.932580,0.489498,1.007689,0.093449,65.333333,365
instrument,crypto,ADA,20,fixed,1y,366,-0.282519,-0.455618,-0.413348,-0.492666,0.795943,0.701590,0.498630,0.940702,-0.456242,70.000000,365
instrument,crypto,ADA,20,fixed,IS,1789,1.072821,0.937186,0.782226,0.559824,0.984917,0.901977,0.505656,1.155098,2.074840,63.895414,365
instrument,crypto,ADA,20,fixed,OOS,768,-0.076662,-0.217688,-0.494600,-0.564363,0.980732,0.932580,0.481095,0.964460,-0.315769,69.478488,365
instrument,crypto,ADA,20,fixed,full,2557,0.728620,0.591237,0.220596,0.063397,0.983848,0.970750,0.498423,1.096846,1.564877,65.545775,365
instrument,crypto,ADA,20,vol,5y,1826,0.368278,0.199423,0.048780,0.019523,0.169035,0.294463,0.496438,1.030906,0.446045,14.047910,365
instrument,crypto,ADA,20,vol,3y,1096,0.488893,0.317497,0.072683,0.041131,0.176412,0.230346,0.489498,1.050033,0.550172,14.833987,365
instrument,crypto,ADA,20,vol,1y,366,-0.086519,-0.273797,-0.026024,-0.055163,0.160470,0.200752,0.498630,0.964721,-0.274171,15.122866,365
instrument,crypto,ADA,20,vol,IS,1789,1.018301,0.862363,0.162930,0.134985,0.162040,0.294463,0.505787,1.141075,1.909190,12.083188,365
instrument,crypto,ADA,20,vol,OOS,768,0.171278,0.004379,0.014575,-0.014870,0.176406,0.230346,0.481095,0.999806,0.006353,14.641821,365
instrument,crypto,ADA,20,vol,full,2557,0.747900,0.588640,0.116226,0.087726,0.166483,0.294463,0.498397,1.095448,1.558004,12.846289,365
instrument,crypto,ADA,40,fixed,5y,1826,0.197034,0.083459,-0.242675,-0.319260,0.895045,0.968787,0.511781,1.012622,0.186671,50.400000,365
instrument,crypto,ADA,40,fixed,3y,1096,0.074246,-0.062930,-0.356997,-0.436943,0.915667,0.948498,0.515068,0.990915,-0.109047,62.666667,365
instrument,crypto,ADA,40,fixed,1y,366,0.971688,0.815947,0.577096,0.395081,0.792329,0.356994,0.558904,1.125851,0.817064,60.000000,365
instrument,crypto,ADA,40,fixed,IS,1789,0.977101,0.905333,0.625816,0.515414,0.978750,0.781103,0.501716,1.150416,2.004320,33.682886,365
instrument,crypto,ADA,40,fixed,OOS,768,-0.151021,-0.293574,-0.530791,-0.596338,0.980555,0.948498,0.513690,0.952468,-0.425845,70.430248,365
instrument,crypto,ADA,40,fixed,full,2557,0.638436,0.544655,0.119360,0.018533,0.979506,0.968787,0.505564,1.089382,1.441587,44.696792,365
instrument,crypto,ADA,40,vol,5y,1826,0.412010,0.278303,0.056495,0.033163,0.168692,0.277688,0.511781,1.043526,0.622475,11.094265,365
instrument,crypto,ADA,40,vol,3y,1096,0.383992,0.222647,0.053143,0.023838,0.176298,0.277688,0.515068,1.037302,0.385812,14.027355,365
instrument,crypto,ADA,40,vol,1y,366,1.012998,0.832175,0.160008,0.127748,0.159749,0.085344,0.558904,1.130295,0.833314,14.082110,365
instrument,crypto,ADA,40,vol,IS,1789,0.947210,0.852353,0.149736,0.132827,0.161627,0.218208,0.502315,1.139328,1.887028,7.361184,365
instrument,crypto,ADA,40,vol,OOS,768,0.037376,-0.127630,-0.008977,-0.037557,0.176373,0.277688,0.513690,0.979005,-0.185134,14.549403,365
instrument,crypto,ADA,40,vol,full,2557,0.656879,0.539248,0.099565,0.078704,0.166203,0.277688,0.506010,1.087205,1.427275,9.515370,365
instrument,crypto,ADA,60,fixed,5y,1826,0.369473,0.282070,-0.118162,-0.187449,0.894055,0.935327,0.509041,1.044263,0.630901,38.400000,365
instrument,crypto,ADA,60,fixed,3y,1096,0.523043,0.454082,-0.034192,-0.096690,0.913365,0.922004,0.528767,1.077178,0.786852,30.666667,365
instrument,crypto,ADA,60,fixed,1y,366,0.964844,0.901933,0.557793,0.482413,0.790434,0.492925,0.564384,1.139777,0.903168,24.000000,365
instrument,crypto,ADA,60,fixed,IS,1789,0.543848,0.473274,0.055090,-0.016932,0.977621,0.895750,0.495370,1.076489,1.047784,33.682886,365
instrument,crypto,ADA,60,fixed,OOS,768,0.622960,0.558523,-0.003917,-0.069320,0.977600,0.922004,0.531943,1.094780,0.810168,30.456323,365
instrument,crypto,ADA,60,fixed,full,2557,0.567712,0.498975,0.037009,-0.032969,0.977426,0.943136,0.506811,1.081996,1.320681,32.701487,365
instrument,crypto,ADA,60,vol,5y,1826,0.447813,0.337618,0.062841,0.043514,0.168569,0.292377,0.509041,1.053164,0.755143,9.112677,365
instrument,crypto,ADA,60,vol,3y,1096,0.734458,0.644853,0.119741,0.102644,0.175774,0.274601,0.528767,1.109372,1.117429,7.642604,365
instrument,crypto,ADA,60,vol,1y,366,1.022705,0.943979,0.161723,0.147697,0.159421,0.118159,0.564384,1.148745,0.945271,6.053861,365
instrument,crypto,ADA,60,vol,IS,1789,0.435499,0.338608,0.058848,0.042585,0.161889,0.292377,0.495370,1.053276,0.749646,7.682049,365
instrument,crypto,ADA,60,vol,OOS,768,0.816250,0.734615,0.135815,0.120047,0.175672,0.274601,0.531943,1.123321,1.065599,6.949575,365
instrument,crypto,ADA,60,vol,full,2557,0.556291,0.464192,0.081401,0.065270,0.166124,0.292377,0.506811,1.074719,1.228617,7.459282,365
instrument,crypto,ADA,120,fixed,5y,1826,0.635667,0.594011,0.201304,0.156780,0.891818,0.804849,0.520548,1.096675,1.328614,18.000000,365
instrument,crypto,ADA,120,fixed,3y,1096,0.657654,0.621182,0.229689,0.188612,0.911855,0.804849,0.531507,1.106516,1.076410,16.000000,365
instrument,crypto,ADA,120,fixed,1y,366,0.235012,0.193953,-0.124725,-0.154249,0.792044,0.611766,0.558904,1.031086,0.194218,16.000000,365
instrument,crypto,ADA,120,fixed,IS,1789,1.144528,1.105166,0.908473,0.837766,0.964537,0.658661,0.511990,1.191306,2.446731,18.168345,365
instrument,crypto,ADA,120,fixed,OOS,768,0.573581,0.541348,0.124245,0.088427,0.976032,0.804849,0.534550,1.091567,0.785255,15.228162,365
instrument,crypto,ADA,120,fixed,full,2557,0.971752,0.934503,0.628012,0.570228,0.967898,0.804849,0.519294,1.161056,2.473429,17.278951,365
instrument,crypto,ADA,120,vol,5y,1826,0.671825,0.609783,0.103725,0.092526,0.168175,0.244026,0.520548,1.098570,1.363890,5.062615,365
instrument,crypto,ADA,120,vol,3y,1096,0.796193,0.743898,0.132261,0.122250,0.175588,0.170767,0.531507,1.126907,1.289058,4.400797,365
instrument,crypto,ADA,120,vol,1y,366,0.376267,0.324143,0.048346,0.039765,0.159627,0.152984,0.558904,1.050997,0.324587,4.081965,365
instrument,crypto,ADA,120,vol,IS,1789,0.896771,0.833629,0.138373,0.127373,0.158965,0.244026,0.511990,1.138595,1.845574,4.823214,365
instrument,crypto,ADA,120,vol,OOS,768,0.802032,0.761384,0.133520,0.125664,0.175393,0.170767,0.534550,1.128045,1.104430,3.456934,365
instrument,crypto,ADA,120,vol,full,2557,0.865543,0.809726,0.136913,0.126859,0.164038,0.244026,0.519294,1.135551,2.143171,4.411373,365
instrument,crypto,ADA,180,fixed,5y,1826,0.433572,0.394157,0.003507,-0.032134,0.892038,0.834189,0.519452,1.063280,0.881604,17.200000,365
instrument,crypto,ADA,180,fixed,3y,1096,0.457360,0.428744,0.025047,-0.002367,0.911892,0.716546,0.520548,1.070756,0.742945,12.000000,365
instrument,crypto,ADA,180,fixed,1y,366,0.372220,0.330683,-0.024103,-0.057051,0.792013,0.611644,0.567123,1.051225,0.331136,16.000000,365
instrument,crypto,ADA,180,fixed,IS,1789,0.844321,0.809414,0.430567,0.383114,0.958825,0.795916,0.508706,1.139713,1.791965,16.126957,365
instrument,crypto,ADA,180,fixed,OOS,768,0.724090,0.701686,0.303276,0.274495,0.975248,0.716546,0.542373,1.122287,1.017833,10.469361,365
instrument,crypto,ADA,180,fixed,full,2557,0.807907,0.776800,0.391081,0.349552,0.963598,0.834189,0.519360,1.134145,2.056024,14.422926,365
instrument,crypto,ADA,180,vol,5y,1826,0.302889,0.244416,0.037515,0.027420,0.168252,0.351352,0.519452,1.038506,0.546680,4.851802,365
instrument,crypto,ADA,180,vol,3y,1096,0.332074,0.285273,0.043919,0.035441,0.175676,0.241006,0.520548,1.045208,0.494332,3.864068,365
instrument,crypto,ADA,180,vol,1y,366,0.444166,0.393001,0.059734,0.051264,0.159650,0.162843,0.567123,1.061404,0.393539,3.981928,365
instrument,crypto,ADA,180,vol,IS,1789,0.444067,0.387931,0.058928,0.049770,0.156908,0.351352,0.508706,1.063812,0.858842,4.311293,365
instrument,crypto,ADA,180,vol,OOS,768,0.858714,0.823059,0.144810,0.137854,0.175321,0.177983,0.542373,1.141221,1.193893,3.030873,365
instrument,crypto,ADA,180,vol,full,2557,0.577896,0.528347,0.084023,0.075485,0.162635,0.351352,0.519360,1.087952,1.398423,3.925418,365
instrument,crypto,ADA,250,fixed,5y,1826,0.280209,0.261130,-0.124785,-0.139974,0.891130,0.935459,0.509589,1.041602,0.584064,8.400000,365
instrument,crypto,ADA,250,fixed,3y,1096,0.246751,0.229068,-0.154229,-0.168026,0.910851,0.868368,0.511416,1.038663,0.396939,8.000000,365
instrument,crypto,ADA,250,fixed,1y,366,1.904176,1.898416,2.273312,2.259575,0.785895,0.306814,0.589041,1.304203,1.901015,2.000000,365
instrument,crypto,ADA,250,fixed,IS,1789,0.884157,0.862429,0.485925,0.456403,0.920806,0.812383,0.501951,1.151617,1.909334,9.594519,365
instrument,crypto,ADA,250,fixed,OOS,768,0.342043,0.336102,-0.102456,-0.107795,0.974749,0.788779,0.525424,1.057240,0.487535,2.855280,365
instrument,crypto,ADA,250,fixed,full,2557,0.714522,0.697828,0.277137,0.257076,0.937209,0.935459,0.509540,1.120912,1.847003,7.568466,365
instrument,crypto,ADA,250,vol,5y,1826,0.243400,0.211383,0.027218,0.021719,0.167937,0.333340,0.509589,1.033216,0.472797,2.672863,365
instrument,crypto,ADA,250,vol,3y,1096,0.179296,0.147147,0.016343,0.010628,0.175373,0.282982,0.511416,1.025006,0.254983,2.809856,365
instrument,crypto,ADA,250,vol,1y,366,2.086557,2.068716,0.373806,0.370030,0.158277,0.071813,0.589041,1.341235,2.071548,1.377777,365
instrument,crypto,ADA,250,vol,IS,1789,0.663545,0.630163,0.092028,0.086683,0.149690,0.261918,0.501951,1.107131,1.395121,2.441645,365
instrument,crypto,ADA,250,vol,OOS,768,0.476143,0.458321,0.070690,0.067350,0.175210,0.217997,0.525424,1.076745,0.664820,1.564025,365
instrument,crypto,ADA,250,vol,full,2557,0.599274,0.571243,0.085575,0.080840,0.157755,0.333340,0.509540,1.096437,1.511957,2.177372,365
instrument,crypto,ADA,composite,fixed,5y,1826,0.501755,0.400985,0.122582,0.053102,0.631523,0.662876,0.517615,1.077875,0.896876,31.500000,365
instrument,crypto,ADA,composite,fixed,3y,1096,0.612894,0.514641,0.203062,0.133614,0.604580,0.662830,0.522926,1.100661,0.891791,29.333333,365
instrument,crypto,ADA,composite,fixed,1y,366,0.880770,0.790437,0.424813,0.346291,0.631248,0.394814,0.564669,1.141701,0.791519,28.000000,365
instrument,crypto,ADA,composite,fixed,IS,1789,1.133219,1.058220,0.782334,0.683899,0.762304,0.662876,0.513158,1.233013,2.342797,28.069072,365
instrument,crypto,ADA,composite,fixed,OOS,768,0.584502,0.488345,0.182611,0.115121,0.610382,0.662830,0.523810,1.094261,0.708372,29.028683,365
instrument,crypto,ADA,composite,fixed,full,2557,0.988269,0.908183,0.575732,0.487835,0.720035,0.662876,0.516824,1.193154,2.403767,28.346049,365
instrument,crypto,ADA,composite,vol,5y,1826,0.606361,0.488923,0.067623,0.052833,0.120044,0.176858,0.517615,1.096094,1.093565,6.961416,365
instrument,crypto,ADA,composite,vol,3y,1096,0.791202,0.679286,0.092934,0.078320,0.121962,0.119631,0.522926,1.135944,1.177094,6.720621,365
instrument,crypto,ADA,composite,vol,1y,366,1.071099,0.969989,0.135200,0.121089,0.126015,0.093703,0.564669,1.179016,0.971317,6.257487,365
instrument,crypto,ADA,composite,vol,IS,1789,0.973549,0.877315,0.115079,0.102566,0.119427,0.176858,0.513158,1.186697,1.942291,5.632530,365
instrument,crypto,ADA,composite,vol,OOS,768,0.898583,0.786985,0.097591,0.084312,0.110620,0.119631,0.523810,1.151516,1.141565,6.082901,365
instrument,crypto,ADA,composite,vol,full,2557,0.951822,0.851258,0.109797,0.097051,0.116830,0.176858,0.516824,1.176125,2.253099,5.765492,365
instrument,crypto,ADA,buyhold,long1x,5y,1826,-0.032714,-0.032714,-0.335441,-0.335441,0.890471,0.951679,0.477808,0.995315,-0.073170,0.000000,365
instrument,crypto,ADA,buyhold,long1x,3y,1096,0.270637,0.270637,-0.130808,-0.130808,0.910346,0.883496,0.474886,1.043549,0.468971,0.000000,365
instrument,crypto,ADA,buyhold,long1x,1y,366,-1.047534,-1.047534,-0.680202,-0.680202,0.788328,0.850888,0.432877,0.859540,-1.048968,0.000000,365
instrument,crypto,ADA,buyhold,long1x,IS,1789,0.848555,0.848555,0.423243,0.423243,0.988054,0.918513,0.505034,1.138275,1.878618,0.000000,365
instrument,crypto,ADA,buyhold,long1x,OOS,768,0.011102,0.011102,-0.347611,-0.347611,0.974651,0.883496,0.468057,1.002595,0.016104,0.000000,365
instrument,crypto,ADA,buyhold,long1x,full,2557,0.599403,0.599403,0.125973,0.125973,0.984058,0.951679,0.493740,1.097747,1.586493,0.000000,365
instrument,crypto,SOL,10,fixed,5y,1826,0.879508,0.669702,0.473916,0.196912,0.986765,0.896364,0.501370,1.100463,1.497910,100.000000,365
instrument,crypto,SOL,10,fixed,3y,1096,0.758661,0.531286,0.329248,0.094929,0.848195,0.896364,0.506849,1.073253,0.920635,93.333333,365
instrument,crypto,SOL,10,fixed,1y,366,0.023810,-0.262032,-0.213414,-0.365456,0.726479,0.653677,0.515068,0.958976,-0.262391,104.000000,365
instrument,crypto,SOL,10,fixed,IS,1595,0.637123,0.472598,-0.049800,-0.242044,1.331186,0.981398,0.493687,1.073823,0.987928,106.935383,365
instrument,crypto,SOL,10,fixed,OOS,684,-0.176007,-0.426410,-0.362786,-0.482985,0.794591,0.864056,0.500732,0.941068,-0.583726,99.399707,365
instrument,crypto,SOL,10,fixed,full,2279,0.461858,0.283176,-0.157183,-0.324260,1.195748,0.981398,0.495591,1.044053,0.707590,104.949517,365
instrument,crypto,SOL,10,vol,5y,1826,1.025555,0.800655,0.161704,0.122048,0.159709,0.248062,0.501370,1.121805,1.790810,17.273042,365
instrument,crypto,SOL,10,vol,3y,1096,0.970248,0.733760,0.151391,0.110116,0.159724,0.248062,0.506849,1.104590,1.271490,18.149971,365
instrument,crypto,SOL,10,vol,1y,366,0.535048,0.254327,0.074352,0.028220,0.158742,0.167891,0.515068,1.030740,0.254675,21.865587,365
instrument,crypto,SOL,10,vol,IS,1595,1.054454,0.873921,0.167298,0.135201,0.159657,0.187858,0.499348,1.139650,1.826863,13.871022,365
instrument,crypto,SOL,10,vol,OOS,684,0.213437,-0.046681,0.021344,-0.019486,0.157220,0.248062,0.500732,0.993411,-0.063902,20.118166,365
instrument,crypto,SOL,10,vol,full,2279,0.805548,0.600553,0.121427,0.086373,0.158934,0.248062,0.499549,1.092421,1.500641,15.789348,365
instrument,crypto,SOL,20,fixed,5y,1826,0.851338,0.693157,0.437191,0.229089,0.984046,0.863926,0.483288,1.108608,1.550371,75.600000,365
instrument,crypto,SOL,20,fixed,3y,1096,1.179093,1.017693,0.897313,0.658601,0.843637,0.693231,0.495890,1.150048,1.763500,65.333333,365
instrument,crypto,SOL,20,fixed,1y,366,-0.104646,-0.362857,-0.281902,-0.407685,0.723461,0.693231,0.501370,0.956815,-0.363354,92.000000,365
instrument,crypto,SOL,20,fixed,IS,1595,1.183078,1.067921,0.977184,0.696285,1.317696,0.935238,0.487294,1.175494,2.232406,72.587829,365
instrument,crypto,SOL,20,fixed,OOS,684,0.288092,0.094411,-0.078271,-0.211296,0.790235,0.693231,0.491947,1.013887,0.129242,75.885798,365
instrument,crypto,SOL,20,fixed,full,2279,0.978899,0.850298,0.572426,0.347968,1.184577,0.935238,0.488485,1.138571,2.124696,73.544776,365
instrument,crypto,SOL,20,vol,5y,1826,0.980901,0.804332,0.153550,0.122421,0.159299,0.200749,0.483288,1.124275,1.799033,13.616320,365
instrument,crypto,SOL,20,vol,3y,1096,1.326541,1.148263,0.217881,0.185122,0.158896,0.184908,0.495890,1.171859,1.989757,13.579380,365
instrument,crypto,SOL,20,vol,1y,366,0.230213,-0.037911,0.024166,-0.018309,0.158330,0.184908,0.501370,1.000869,-0.037963,20.705133,365
instrument,crypto,SOL,20,vol,IS,1595,1.330303,1.198792,0.219286,0.195092,0.159231,0.200749,0.486310,1.196442,2.505981,9.971729,365
instrument,crypto,SOL,20,vol,OOS,684,0.509254,0.295880,0.069407,0.034681,0.156461,0.184908,0.491947,1.043130,0.405040,16.448975,365
instrument,crypto,SOL,20,vol,full,2279,1.087203,0.931065,0.172221,0.144497,0.158409,0.200749,0.487827,1.146821,2.326514,11.909538,365
instrument,crypto,SOL,40,fixed,5y,1826,0.584196,0.483687,0.104843,-0.000586,0.982688,0.922552,0.490411,1.071061,1.081854,48.400000,365
instrument,crypto,SOL,40,fixed,3y,1096,0.334700,0.213317,-0.068012,-0.160420,0.843915,0.922552,0.484018,1.036261,0.369645,50.000000,365
instrument,crypto,SOL,40,fixed,1y,366,0.477476,0.297685,0.088965,-0.044433,0.720822,0.478207,0.528767,1.048012,0.298093,64.000000,365
instrument,crypto,SOL,40,fixed,IS,1595,1.101297,1.033412,0.811269,0.655577,1.311730,0.897983,0.497426,1.170925,2.160266,42.819950,365
instrument,crypto,SOL,40,fixed,OOS,684,0.089115,-0.054709,-0.214072,-0.300465,0.788991,0.659371,0.494876,0.991870,-0.074893,56.647145,365
instrument,crypto,SOL,40,fixed,full,2279,0.875157,0.793196,0.409793,0.278375,1.179729,0.922552,0.496872,1.129622,1.982012,46.946883,365
instrument,crypto,SOL,40,vol,5y,1826,0.549361,0.425121,0.077417,0.056597,0.159183,0.318445,0.490411,1.062565,0.950860,9.710201,365
instrument,crypto,SOL,40,vol,3y,1096,0.406253,0.264164,0.053193,0.029844,0.159086,0.318445,0.484018,1.044482,0.457755,11.026494,365
instrument,crypto,SOL,40,vol,1y,366,0.579364,0.372897,0.081839,0.047558,0.157895,0.116887,0.528767,1.059567,0.373407,16.071683,365
instrument,crypto,SOL,40,vol,IS,1595,1.079551,0.995934,0.171952,0.156971,0.159072,0.262456,0.500000,1.160882,2.081923,6.401372,365
instrument,crypto,SOL,40,vol,OOS,684,0.167608,-0.001146,0.014091,-0.012302,0.156318,0.174359,0.494876,0.999541,-0.001569,13.136599,365
instrument,crypto,SOL,40,vol,full,2279,0.809608,0.700250,0.122152,0.103326,0.158262,0.318445,0.498647,1.108698,1.749762,8.418097,365
instrument,crypto,SOL,60,fixed,5y,1826,0.398552,0.276501,-0.078926,-0.185471,0.983852,0.969997,0.487123,1.043313,0.618443,59.200000,365
instrument,crypto,SOL,60,fixed,3y,1096,-0.171385,-0.312157,-0.391741,-0.462994,0.845501,0.969997,0.479452,0.961483,-0.540919,59.333333,365
instrument,crypto,SOL,60,fixed,1y,366,0.009037,-0.151626,-0.221979,-0.308706,0.720217,0.529974,0.515068,0.973730,-0.151833,58.000000,365
instrument,crypto,SOL,60,fixed,IS,1595,1.265046,1.188927,1.246935,1.033569,1.306347,0.856341,0.497392,1.200710,2.485359,47.399624,365
instrument,crypto,SOL,60,fixed,OOS,684,-0.394308,-0.541128,-0.462603,-0.523807,0.788917,0.840978,0.481698,0.925446,-0.740766,58.784773,365
instrument,crypto,SOL,60,fixed,full,2279,0.904559,0.815363,0.462582,0.315325,1.176008,0.969997,0.492786,1.134262,2.037403,50.792362,365
instrument,crypto,SOL,60,vol,5y,1826,0.226227,0.078042,0.023622,-0.000227,0.159499,0.411724,0.487123,1.012252,0.174555,11.718995,365
instrument,crypto,SOL,60,vol,3y,1096,-0.205486,-0.366131,-0.044062,-0.068606,0.159443,0.411724,0.479452,0.954340,-0.634447,12.793702,365
instrument,crypto,SOL,60,vol,1y,366,0.021061,-0.169940,-0.008942,-0.038508,0.157919,0.120708,0.515068,0.971036,-0.170172,15.112227,365
instrument,crypto,SOL,60,vol,IS,1595,1.014214,0.906197,0.159897,0.140837,0.159385,0.267489,0.497392,1.145407,1.894334,8.232002,365
instrument,crypto,SOL,60,vol,OOS,684,-0.351778,-0.521425,-0.064576,-0.089497,0.156363,0.261536,0.481698,0.928295,-0.713795,13.444470,365
instrument,crypto,SOL,60,vol,full,2279,0.609821,0.483243,0.087386,0.066174,0.158542,0.411724,0.492786,1.073839,1.207512,9.791363,365
instrument,crypto,SOL,120,fixed,5y,1826,1.096633,1.057747,0.814977,0.747307,0.979259,0.876026,0.513425,1.164994,2.365842,18.400000,365
instrument,crypto,SOL,120,fixed,3y,1096,0.888561,0.835881,0.482887,0.418487,0.841479,0.876026,0.506849,1.121029,1.448449,21.333333,365
instrument,crypto,SOL,120,fixed,1y,366,0.750249,0.726951,0.323130,0.301218,0.717426,0.458103,0.550685,1.100413,0.727946,8.000000,365
instrument,crypto,SOL,120,fixed,IS,1595,1.353622,1.329750,1.491127,1.418166,1.249998,0.922885,0.516282,1.232134,2.779739,14.425972,365
instrument,crypto,SOL,120,fixed,OOS,684,0.089775,0.038005,-0.214777,-0.247631,0.787446,0.745602,0.513909,1.005814,0.052026,20.307467,365
instrument,crypto,SOL,120,fixed,full,2279,1.065452,1.035854,0.761607,0.703346,1.131716,0.922885,0.515292,1.175956,2.588358,16.183055,365
instrument,crypto,SOL,120,vol,5y,1826,1.193797,1.138136,0.192945,0.182717,0.158472,0.221146,0.512877,1.178364,2.545646,4.293443,365
instrument,crypto,SOL,120,vol,3y,1096,1.132044,1.067092,0.181148,0.169389,0.158388,0.221146,0.506849,1.158789,1.849101,4.984655,365
instrument,crypto,SOL,120,vol,1y,366,1.014386,0.980775,0.158110,0.152161,0.156954,0.103686,0.550685,1.141764,0.982118,2.570293,365
instrument,crypto,SOL,120,vol,IS,1595,1.442974,1.400890,0.232222,0.224532,0.152946,0.148349,0.515604,1.238843,2.928450,3.123542,365
instrument,crypto,SOL,120,vol,OOS,684,0.539350,0.477253,0.074402,0.064177,0.155678,0.170803,0.513909,1.070534,0.653327,4.766831,365
instrument,crypto,SOL,120,vol,full,2279,1.168521,1.120176,0.182564,0.174019,0.153774,0.221146,0.514829,1.182192,2.799059,3.615018,365
instrument,crypto,SOL,180,fixed,5y,1826,0.689039,0.664610,0.219511,0.190225,0.980147,0.880147,0.509041,1.099850,1.486520,11.600000,365
instrument,crypto,SOL,180,fixed,3y,1096,0.577084,0.532903,0.144840,0.102293,0.842244,0.880147,0.501370,1.073578,0.923437,18.000000,365
instrument,crypto,SOL,180,fixed,1y,366,0.011925,-0.010315,-0.220835,-0.233780,0.718025,0.497226,0.528767,1.004116,-0.010329,8.000000,365
instrument,crypto,SOL,180,fixed,IS,1595,1.546327,1.534545,2.121125,2.078524,1.182365,0.826655,0.523338,1.276963,3.207847,6.640527,365
