group,timeframe,instrument,method,family,n_bars,n_segments,flips_py,dur_mean,dur_med,dur_p25,dur_p75,hit,fwd_bar,capture,hit_rem,rem_mean,dur_mean_null,dur_mean_z,dur_mean_p,dur_mean_n5,dur_mean_n95,dur_med_null,dur_med_z,dur_med_p,dur_med_n5,dur_med_n95,hit_null,hit_z,hit_p,hit_n5,hit_n95,fwd_bar_null,fwd_bar_z,fwd_bar_p,fwd_bar_n5,fwd_bar_n95,capture_null,capture_z,capture_p,capture_n5,capture_n95,flips_py_null,flips_py_z,flips_py_p,flips_py_n5,flips_py_n95,beats_null
futures,1w,NQ=F,tsmom60,TS momentum,306,7,1.02311,40.00000,27.50000,1.50000,78.25000,0.56066,0.00196,-0.21150,0.34188,-0.01306,32.52986,0.20418,0.20940,8.11750,95.65000,15.87005,0.30812,0.11432,1.50000,87.15000,0.55680,0.10215,0.47153,0.49671,0.61842,0.00269,-0.32625,0.62737,-0.00078,0.00616,-0.00117,-0.96062,0.84797,-0.35273,0.33909,1.79152,-0.62654,0.27772,0.00000,4.10585,False
futures,1w,NQ=F,tsmom120,TS momentum,246,9,1.69686,13.12500,3.00000,1.00000,12.25000,0.55918,0.00182,0.45536,0.34021,-0.05230,34.47732,-0.55861,0.72888,5.33333,104.97500,21.02854,-0.44401,0.70334,1.00000,104.97500,0.56894,-0.23355,0.63736,0.49180,0.62705,0.00333,-0.59556,0.74825,-0.00140,0.00696,-0.01914,1.85599,0.03945,-0.45502,0.39369,0.77948,0.84060,0.78821,0.00000,2.98163,False
futures,1w,NQ=F,swing5,Swing structure,319,9,1.30855,38.25000,38.50000,13.50000,54.50000,0.55660,0.00195,-0.17552,0.54698,0.05088,52.65576,-0.45376,0.68458,27.00000,105.33333,40.71980,-0.06657,0.35497,16.10000,96.80000,0.54327,0.36208,0.35664,0.48209,0.60305,0.00188,0.03453,0.47552,-0.00168,0.00544,-0.11038,-0.50236,0.71298,-0.32440,0.08896,0.93972,0.94040,0.82917,0.30875,1.57188,False
futures,1w,SI=F,sma50,50-SMA state,317,18,2.79822,18.47059,7.00000,3.00000,32.00000,0.51266,0.00251,0.14520,0.56566,0.09072,14.79032,0.46444,0.18781,7.57683,28.30318,4.90700,0.41471,0.14486,2.00000,11.50000,0.51301,-0.00994,0.48452,0.45714,0.57143,0.00114,0.41122,0.33267,-0.00411,0.00648,0.00081,1.01171,0.14585,-0.22649,0.22636,3.77568,-0.69742,0.24875,1.65122,6.27464,False
futures,1w,SI=F,sma10_40,10/40 crossover,327,11,1.59567,32.60000,22.00000,10.25000,37.75000,0.50613,0.00258,-0.18721,0.40506,0.17426,33.77736,-0.08862,0.43057,19.79750,56.62000,25.41000,-0.26966,0.58342,11.00000,46.00000,0.51980,-0.41856,0.65435,0.46769,0.57538,0.00169,0.28989,0.38362,-0.00318,0.00679,-0.16476,-0.19823,0.57043,-0.34070,0.02484,1.54087,0.11154,0.49850,0.80028,2.40085,False
futures,1w,SI=F,donch20,Donchian,334,10,1.40601,36.77778,29.00000,10.00000,43.00000,0.48949,0.00122,-0.08211,0.46894,0.32030,45.33851,-0.39869,0.63564,27.18667,75.28750,36.33467,-0.33406,0.60360,19.00000,65.07500,0.51724,-0.84895,0.81419,0.46354,0.57485,0.00131,-0.02916,0.50450,-0.00364,0.00649,-0.09360,0.11191,0.44945,-0.26170,0.07659,1.12518,0.78008,0.78921,0.60497,1.68813,False
futures,1w,SI=F,donch55,Donchian,311,3,0.33555,96.00000,96.00000,94.50000,97.50000,0.52903,0.00195,-0.04053,0.05789,-0.10742,101.19159,-0.08550,0.39787,39.62500,259.50000,97.97754,-0.03149,0.39197,33.62500,259.50000,0.53258,-0.08699,0.53646,0.46580,0.60076,0.00246,-0.13710,0.54845,-0.00342,0.00874,-0.09245,0.38008,0.37544,-0.31325,0.10876,0.36312,-0.11276,0.34665,0.00000,0.76187,False
futures,1w,SI=F,tsmom20,TS momentum,346,42,6.18301,8.26829,3.00000,1.00000,10.00000,0.48406,0.00211,-0.05449,0.63087,0.10876,9.92681,-0.56080,0.70130,6.53801,15.42857,3.84850,-0.39216,0.81119,2.00000,7.00000,0.50851,-0.79236,0.80320,0.45640,0.56105,0.00089,0.40160,0.34366,-0.00407,0.00616,0.00599,-0.50953,0.68032,-0.18209,0.20501,5.36698,0.59901,0.72627,3.17609,7.71335,False
futures,1w,SI=F,tsmom60,TS momentum,306,17,2.72829,11.43750,5.50000,2.75000,9.00000,0.50820,0.00169,-0.05350,0.23353,-0.03552,23.13226,-0.50835,0.79899,8.37429,56.36000,9.03539,-0.15904,0.29899,2.00000,35.30000,0.52759,-0.52651,0.68332,0.46711,0.58882,0.00214,-0.13071,0.53746,-0.00323,0.00788,-0.02482,-0.15749,0.55657,-0.32669,0.27316,2.60140,0.09080,0.55045,0.68431,5.13232,False
futures,1w,SI=F,tsmom120,TS momentum,246,15,2.96951,8.85714,3.50000,2.00000,8.25000,0.53469,0.00233,0.08570,0.30000,-0.04424,31.58777,-0.64416,0.88327,6.56333,96.77500,17.51169,-0.37536,0.60960,1.50000,97.55000,0.53950,-0.11056,0.56543,0.47111,0.60656,0.00316,-0.20856,0.58841,-0.00362,0.00935,-0.05230,0.56464,0.27143,-0.45505,0.36739,1.43566,1.11562,0.84715,0.00000,4.04650,False
futures,1w,SI=F,swing5,Swing structure,334,10,1.40601,36.77778,25.00000,10.00000,47.00000,0.49550,0.00186,-0.05700,0.50621,0.33050,43.53433,-0.38355,0.56225,25.84615,73.80000,33.94271,-0.50546,0.70080,17.35000,62.30000,0.51824,-0.67012,0.74126,0.46425,0.57485,0.00140,0.14392,0.42458,-0.00381,0.00671,-0.09686,0.37099,0.33434,-0.26669,0.09053,1.16086,0.63261,0.74326,0.50003,1.82018,False
futures,1w,YM=F,sma50,50-SMA state,317,23,3.62123,13.72727,2.50000,1.00000,16.50000,0.54114,0.00017,0.01522,0.63571,0.02768,16.24961,-0.25879,0.52747,8.39944,31.12056,5.60550,-0.35380,0.82617,2.00000,14.00000,0.51469,0.85191,0.18182,0.46667,0.56825,0.00051,-0.22505,0.58342,-0.00187,0.00314,0.06127,-0.33000,0.64935,-0.17502,0.28075,3.40333,0.17068,0.56044,1.48610,5.61415,False
futures,1w,YM=F,sma10_40,10/40 crossover,327,8,1.11697,39.14286,40.00000,15.00000,60.00000,0.54601,0.00086,-0.20283,0.34082,-0.01275,36.33767,0.16116,0.30300,20.05000,63.40000,26.40841,0.77993,0.09600,11.00000,49.05000,0.51938,0.88192,0.18981,0.47385,0.56923,0.00065,0.13608,0.43956,-0.00180,0.00329,-0.16700,-0.28609,0.59400,-0.35587,0.06074,1.39394,-0.57905,0.23377,0.64023,2.24080,False
futures,1w,YM=F,donch20,Donchian,343,11,1.52124,33.50000,26.00000,13.25000,43.75000,0.49123,-0.00099,-0.18391,0.31385,-0.01239,46.81381,-0.57305,0.77232,27.12500,81.68750,36.11546,-0.43670,0.71013,19.00000,68.00000,0.51546,-0.79781,0.78322,0.46512,0.56587,0.00059,-1.08765,0.85614,-0.00177,0.00309,-0.08769,-0.81671,0.82347,-0.27847,0.10653,1.05998,1.24879,0.88811,0.45764,1.66366,False
futures,1w,YM=F,donch55,Donchian,293,3,0.35617,68.50000,68.50000,65.25000,71.75000,0.53425,0.00134,0.00985,0.11852,-0.04239,100.71523,-0.54987,0.67830,43.00000,251.00000,98.04557,-0.48789,0.60848,35.00000,251.00000,0.52568,0.24488,0.39161,0.46717,0.58171,0.00101,0.18711,0.41359,-0.00184,0.00401,-0.07557,0.62393,0.25312,-0.29692,0.13665,0.34395,0.05013,0.58042,0.00000,0.73233,False
futures,1w,YM=F,tsmom20,TS momentum,346,29,4.22254,11.85714,4.00000,1.00000,16.00000,0.52754,0.00057,-0.11995,0.60197,0.02438,11.23930,0.17658,0.33367,7.01837,18.50312,4.23950,-0.10174,0.49550,2.00000,8.00000,0.51197,0.54226,0.28571,0.46512,0.56105,0.00040,0.11973,0.44256,-0.00175,0.00286,0.03220,-1.21245,0.88611,-0.16673,0.24031,4.75082,-0.40097,0.33666,2.72236,7.11595,False
futures,1w,YM=F,tsmom60,TS momentum,306,19,3.06933,13.33333,2.00000,1.00000,13.00000,0.51475,0.00068,-0.00915,0.38739,0.00062,25.74846,-0.48488,0.73673,8.12879,60.64000,11.14964,-0.35064,0.94694,1.50000,45.00000,0.52162,-0.20563,0.56743,0.47023,0.57566,0.00084,-0.09922,0.54146,-0.00193,0.00364,0.00298,-0.06282,0.51633,-0.32139,0.32275,2.26848,0.58462,0.73826,0.34215,4.96124,False
futures,1w,YM=F,tsmom120,TS momentum,246,7,1.27265,17.83333,2.50000,1.25000,4.50000,0.53469,0.00159,0.21855,0.71287,0.02954,33.66714,-0.38977,0.54775,6.20000,114.10000,21.36388,-0.43626,0.78912,1.50000,114.10000,0.52688,0.19592,0.43457,0.46311,0.59016,0.00111,0.24121,0.42957,-0.00218,0.00430,-0.03501,1.05164,0.12367,-0.44634,0.33028,1.37922,-0.07794,0.53347,0.00000,4.04650,False
futures,1w,YM=F,swing5,Swing structure,309,9,1.35090,32.75000,21.00000,14.75000,45.25000,0.50974,0.00013,-0.19767,0.39370,0.01154,46.39259,-0.63023,0.77867,25.33333,85.50000,35.64552,-0.69954,0.86821,17.00000,68.00000,0.51569,-0.19433,0.56943,0.46587,0.56701,0.00058,-0.30175,0.62737,-0.00188,0.00296,-0.09229,-0.89432,0.82696,-0.29132,0.09820,1.08203,0.69633,0.75724,0.46867,1.73955,False
futures,1w,ZB=F,sma50,50-SMA state,317,32,5.10264,9.64516,3.00000,1.00000,15.00000,0.47452,-0.00043,0.02281,0.42164,0.00503,14.71474,-0.72284,0.83516,8.12784,27.34848,5.17350,-0.39961,0.80420,2.00000,12.05000,0.50623,-1.06365,0.86014,0.45833,0.55732,0.00020,-0.72556,0.76424,-0.00113,0.00166,0.05282,-0.21442,0.57742,-0.17998,0.28537,3.69725,1.08697,0.84416,1.65122,5.77927,False
futures,1w,ZB=F,sma10_40,10/40 crossover,327,12,1.75524,28.27273,28.00000,16.00000,35.50000,0.46296,-0.00033,-0.14469,0.30100,-0.00762,33.11247,-0.41693,0.63137,19.91978,54.75000,25.74200,0.19357,0.35165,11.50000,46.52500,0.50584,-1.44208,0.92208,0.45537,0.55280,0.00016,-0.54531,0.71129,-0.00129,0.00172,-0.16825,0.21263,0.39261,-0.33808,0.02620,1.55751,0.41408,0.64535,0.80028,2.40085,False
futures,1w,ZB=F,donch20,Donchian,333,8,1.09685,45.14286,45.00000,18.50000,51.00000,0.46364,-0.00033,-0.11401,0.43689,0.02610,45.15580,-0.00061,0.37200,27.16667,75.25000,37.11061,0.36148,0.22900,20.00000,65.10000,0.50626,-1.45127,0.93007,0.45936,0.55718,0.00021,-0.61604,0.71828,-0.00125,0.00174,-0.07935,-0.31634,0.61500,-0.25431,0.09631,1.12214,-0.07035,0.49850,0.49063,1.69311,False
futures,1w,ZB=F,donch55,Donchian,279,1,0.00000,,,,,0.52899,0.00109,,,,,,,,,,,,,,0.51147,0.51536,0.31169,0.45542,0.56835,0.00029,0.79016,0.22178,-0.00138,0.00193,,,,,,0.38569,-1.55970,0.13686,0.00000,0.84431,False
futures,1w,ZB=F,tsmom20,TS momentum,346,42,6.18301,7.97561,3.00000,1.00000,9.00000,0.47522,-0.00054,-0.11222,0.48951,0.01522,10.35317,-0.85417,0.83217,6.85986,15.36545,4.13400,-0.49112,0.81918,2.00000,8.00000,0.50454,-1.05263,0.84915,0.45773,0.55102,0.00015,-0.81347,0.79620,-0.00120,0.00152,0.02947,-1.20168,0.89510,-0.15544,0.23275,5.12273,0.83268,0.79021,3.17609,7.25963,False
futures,1w,ZB=F,tsmom60,TS momentum,306,14,2.21674,22.30769,6.00000,3.00000,27.00000,0.46535,-0.00095,-0.15428,0.56679,0.05336,21.74642,0.03009,0.30461,8.35556,50.13333,8.46891,-0.13955,0.30461,2.00000,29.00000,0.50776,-1.31631,0.91409,0.45695,0.56106,0.00021,-1.20402,0.90010,-0.00129,0.00184,0.00154,-0.87014,0.81162,-0.27405,0.28655,2.71517,-0.36300,0.38561,0.68431,4.96124,False
futures,1w,ZB=F,tsmom120,TS momentum,246,6,1.06054,45.60000,6.00000,3.00000,8.00000,0.54321,0.00109,0.34755,0.79372,0.05719,31.74689,0.37340,0.18935,6.73068,96.42500,18.49822,-0.31882,0.41302,1.50000,96.92500,0.51456,0.74944,0.24975,0.45082,0.58025,0.00036,0.65523,0.26873,-0.00151,0.00210,-0.02335,1.56607,0.06287,-0.41820,0.37423,1.70422,-0.42886,0.38561,0.00000,4.68542,False
futures,1w,ZB=F,swing5,Swing structure,349,9,1.19607,41.50000,24.50000,15.25000,53.00000,0.46243,-0.00057,-0.24157,0.38272,0.02658,44.91661,-0.16776,0.44256,25.74886,79.26250,36.65350,-0.57254,0.75025,17.47500,73.02500,0.50602,-1.45128,0.92507,0.45659,0.55491,0.00016,-0.81732,0.79820,-0.00132,0.00166,-0.10106,-1.20890,0.88012,-0.29337,0.10383,1.13131,0.16971,0.55744,0.49844,1.79436,False
futures,1w,ZN=F,sma50,50-SMA state,317,28,4.44423,11.07407,3.00000,1.00000,9.00000,0.50159,0.00001,0.09559,0.49077,0.02545,14.53684,-0.43686,0.65734,7.58404,26.00455,5.23800,-0.31499,0.74925,2.00000,13.50000,0.50529,-0.12410,0.56044,0.45397,0.55272,0.00006,-0.10661,0.53247,-0.00077,0.00088,0.05690,0.29850,0.38961,-0.15837,0.26779,3.83116,0.43030,0.66733,1.81634,6.27464,False
futures,1w,ZN=F,sma10_40,10/40 crossover,327,12,1.75524,28.18182,21.00000,11.50000,30.50000,0.52000,0.00021,-0.14675,0.42617,0.02525,32.60139,-0.31721,0.60739,19.99687,53.00833,25.81150,-0.33463,0.65435,12.50000,44.02500,0.50439,0.53103,0.29570,0.45538,0.55385,0.00008,0.27347,0.37962,-0.00067,0.00090,-0.15996,0.12355,0.40460,-0.32309,0.03028,1.58793,0.35716,0.59640,0.80028,2.40085,False
futures,1w,ZN=F,donch20,Donchian,333,6,0.78346,61.40000,45.00000,41.00000,53.00000,0.52870,0.00040,-0.04778,0.52318,0.03075,44.11265,0.91185,0.10700,27.18182,74.77500,35.83984,0.46229,0.15900,20.00000,67.05000,0.50599,0.81167,0.19880,0.45992,0.55163,0.00008,0.67282,0.24376,-0.00065,0.00091,-0.08652,0.37099,0.34100,-0.24862,0.08897,1.15283,-1.05544,0.15984,0.60673,1.70823,False
futures,1w,ZN=F,donch55,Donchian,277,3,0.37674,134.00000,134.00000,113.50000,154.50000,0.53261,0.00033,0.03936,0.55639,0.03342,94.97845,0.73039,0.14745,40.00000,221.00000,91.80855,0.75760,0.14745,35.00000,221.00000,0.50674,0.79990,0.20679,0.45338,0.56082,0.00013,0.37202,0.32667,-0.00073,0.00097,-0.08715,0.98488,0.17073,-0.31237,0.10148,0.40758,-0.12957,0.54945,0.00000,0.84159,False
futures,1w,ZN=F,tsmom20,TS momentum,346,30,4.37335,11.27586,5.00000,2.00000,17.00000,0.49709,0.00014,-0.12972,0.42761,0.00835,10.21410,0.38133,0.29670,6.63877,15.15386,4.12750,0.34541,0.25375,2.00000,8.50000,0.50550,-0.30656,0.63037,0.46192,0.54942,0.00005,0.20370,0.40959,-0.00068,0.00076,0.02344,-1.29203,0.89810,-0.16926,0.22549,5.20379,-0.63829,0.25974,3.17609,7.56211,False
futures,1w,ZN=F,tsmom60,TS momentum,306,24,3.92192,12.91304,2.00000,1.00000,12.50000,0.48355,-0.00050,-0.09256,0.54015,0.02873,21.27421,-0.40762,0.70211,8.37704,48.04167,7.96938,-0.30226,0.96590,2.00000,25.50000,0.50668,-0.78232,0.79021,0.45724,0.55921,0.00011,-1.23948,0.89510,-0.00067,0.00094,-0.00324,-0.51989,0.70812,-0.28206,0.29009,2.82774,0.78653,0.78521,0.85539,5.31195,False
futures,1w,ZN=F,tsmom120,TS momentum,246,10,1.90897,25.66667,2.00000,1.00000,11.00000,0.53469,0.00045,0.15650,0.56364,0.01407,29.46980,-0.11570,0.35466,6.00000,95.70000,16.59663,-0.41965,0.93266,1.00000,97.77500,0.50736,0.79788,0.21179,0.45267,0.56379,0.00016,0.49635,0.30070,-0.00081,0.00111,-0.02221,0.79278,0.20022,-0.41161,0.35156,1.80282,0.07269,0.56643,0.00000,4.68542,False
futures,1w,ZN=F,swing5,Swing structure,333,8,1.09685,45.14286,34.00000,24.00000,67.50000,0.49849,-0.00010,-0.14515,0.44660,0.01668,43.03032,0.11468,0.32300,25.72455,73.00000,34.54955,-0.02911,0.37700,18.00000,62.55000,0.50551,-0.24600,0.61039,0.45820,0.55320,0.00007,-0.38318,0.63736,-0.00066,0.00084,-0.09972,-0.41768,0.66000,-0.27451,0.06945,1.17477,-0.21027,0.42158,0.60850,1.78835,False
futures,4h,ES=F,sma50,50-SMA state,3663,247,103.87476,14.76016,5.00000,1.00000,18.00000,0.49670,-0.00006,-0.00328,0.53371,0.00593,15.72434,-0.54284,0.69830,13.23282,19.06825,4.88000,0.13374,0.62438,4.00000,6.00000,0.50567,-0.98598,0.84116,0.49064,0.52093,0.00001,-1.02840,0.84915,-0.00010,0.00012,0.08229,-2.22938,0.99301,0.01918,0.14844,98.85242,0.46261,0.68931,80.67275,116.57424,False
futures,4h,ES=F,sma10_40,10/40 crossover,3673,104,43.37387,35.37864,27.00000,13.50000,50.50000,0.50522,0.00001,-0.14907,0.39683,0.00197,32.98365,0.80554,0.19381,28.59016,38.32056,25.66400,0.44971,0.36164,21.00000,30.52500,0.50476,0.05229,0.46553,0.49109,0.51968,0.00001,0.04513,0.47652,-0.00010,0.00012,-0.17273,0.69155,0.23277,-0.22822,-0.11843,46.88223,-0.85723,0.18282,40.01592,53.49496,False
futures,4h,ES=F,donch20,Donchian,3687,71,29.36546,52.21429,42.50000,22.00000,59.50000,0.50164,0.00005,-0.01696,0.55521,0.00953,43.77245,2.19045,0.02298,37.95578,50.30647,33.07500,2.55258,0.01399,27.50000,40.00000,0.50482,-0.35814,0.64735,0.49031,0.51976,0.00001,0.66602,0.25674,-0.00010,0.00012,-0.06374,1.36562,0.08691,-0.11782,-0.00712,35.23622,-1.90610,0.02498,30.28538,40.28629,False
futures,4h,ES=F,donch55,Donchian,3628,35,14.49518,104.05882,91.50000,46.00000,140.25000,0.50653,-0.00002,-0.05280,0.47287,0.00332,109.02648,-0.31341,0.57942,86.90119,137.79277,81.69050,0.68255,0.21279,62.50000,108.00000,0.50706,-0.05695,0.51948,0.49193,0.52187,0.00002,-0.45834,0.68332,-0.00010,0.00013,-0.07047,0.48703,0.30869,-0.12689,-0.01145,14.07192,0.21580,0.60839,11.00251,17.38889,False
futures,4h,ES=F,tsmom20,TS momentum,3692,309,129.03302,11.98377,4.00000,1.00000,19.00000,0.50615,0.00001,-0.00771,0.55335,0.00313,10.91515,1.22864,0.10589,9.57922,12.45278,4.26300,-0.41284,0.91808,3.00000,5.00000,0.50484,0.14878,0.42557,0.49097,0.51964,0.00001,0.08406,0.47053,-0.00011,0.00012,0.04727,-1.49696,0.93007,-0.01430,0.10621,142.00663,-1.15982,0.11489,124.03936,160.91593,False
futures,4h,ES=F,tsmom60,TS momentum,3652,189,79.62307,19.37766,4.00000,2.00000,16.25000,0.49793,-0.00005,-0.00167,0.47362,0.00253,19.82903,-0.16473,0.52647,15.97211,25.00142,4.40850,-0.46007,0.89111,3.00000,6.00000,0.50660,-0.95801,0.83117,0.49214,0.52121,0.00001,-1.02115,0.84815,-0.00010,0.00013,0.02022,-0.45101,0.66733,-0.05819,0.10028,78.45190,0.11133,0.54146,60.58095,95.74331,False
futures,4h,ES=F,tsmom120,TS momentum,3592,121,51.67218,29.86667,3.00000,1.00000,22.00000,0.51615,0.00001,0.12101,0.43783,-0.00020,29.53072,0.05446,0.42058,21.13322,40.21297,4.50550,-1.31425,0.99900,3.00000,6.50000,0.50814,0.82597,0.19481,0.49228,0.52415,0.00002,-0.21196,0.57742,-0.00009,0.00013,0.01259,1.78253,0.03197,-0.08890,0.11070,53.20572,-0.14478,0.45754,37.47276,71.06903,False
futures,4h,ES=F,swing5,Swing structure,3680,82,34.04466,45.01235,36.00000,18.00000,56.00000,0.50671,0.00005,-0.05772,0.56540,0.00968,40.95379,1.13208,0.12987,35.51863,47.23141,31.15050,1.41022,0.11089,26.00000,37.00000,0.50508,0.18279,0.43856,0.49109,0.51960,0.00001,0.58019,0.28771,-0.00010,0.00013,-0.06360,0.17107,0.41958,-0.11878,-0.00527,37.66923,-1.10950,0.14186,32.43351,42.95745,False
futures,4h,GC=F,sma50,50-SMA state,3671,229,96.27145,16.02193,4.00000,1.00000,20.00000,0.51955,0.00013,0.01277,0.58672,0.01180,16.23441,-0.12092,0.51948,13.68272,19.25447,4.85600,-0.95420,0.96803,4.00000,6.00000,0.50800,1.26921,0.10889,0.49356,0.52337,0.00008,0.55464,0.28472,-0.00007,0.00022,0.05515,-1.08170,0.86414,-0.01079,0.11868,95.81789,0.04527,0.52248,79.82571,112.36842,False
futures,4h,GC=F,sma10_40,10/40 crossover,3681,101,42.10961,36.65000,29.50000,16.75000,50.00000,0.52850,0.00016,-0.08668,0.40657,0.00145,33.48043,1.04068,0.13886,29.01350,38.72723,26.01250,1.19147,0.12288,21.50000,31.00000,0.50716,2.27088,0.01798,0.49223,0.52292,0.00004,1.22949,0.09990,-0.00013,0.00019,-0.17287,2.54804,0.00799,-0.22681,-0.11421,46.27377,-1.01357,0.14186,39.59379,53.07253,True
futures,4h,GC=F,donch20,Donchian,3690,75,31.08511,49.66216,39.50000,26.00000,56.00000,0.51687,0.00002,-0.05339,0.45717,0.01362,48.57790,0.21887,0.37962,41.49826,57.54688,35.37100,0.98014,0.15584,29.00000,43.50000,0.51031,0.70236,0.22877,0.49533,0.52612,0.00006,-0.40460,0.64835,-0.00011,0.00022,-0.06172,0.23922,0.41858,-0.11969,-0.00541,31.82885,-0.23627,0.41459,26.48588,36.89609,False
futures,4h,GC=F,donch55,Donchian,3643,36,14.89210,100.42857,60.00000,41.50000,109.00000,0.52191,0.00000,-0.14043,0.42409,0.02059,120.75470,-1.01563,0.85814,94.08900,158.74565,86.66350,-1.66599,0.98102,64.50000,118.00000,0.51291,0.85127,0.21678,0.49561,0.53056,0.00006,-0.53376,0.70430,-0.00012,0.00023,-0.06929,-1.87127,0.96603,-0.13110,-0.00817,12.75600,1.06125,0.86414,9.32224,16.07612,False
futures,4h,GC=F,tsmom20,TS momentum,3700,338,141.18067,10.93472,4.00000,2.00000,17.00000,0.51194,0.00009,0.03828,0.55087,0.00569,11.22908,-0.32730,0.61938,9.83442,12.83380,4.36050,-0.54391,0.93506,3.00000,5.00000,0.50632,0.65209,0.24775,0.49199,0.52050,0.00007,0.24739,0.39760,-0.00007,0.00021,0.02952,0.24392,0.42957,-0.03101,0.08827,138.32281,0.25901,0.60839,120.24554,157.14263,False
futures,4h,GC=F,tsmom60,TS momentum,3659,180,75.82941,20.40223,5.00000,2.00000,17.50000,0.52291,0.00006,0.04429,0.48257,0.00717,20.89594,-0.16178,0.52048,16.64735,26.31166,4.52150,0.52513,0.42857,3.00000,6.00000,0.50992,1.29770,0.09491,0.49340,0.52604,0.00006,0.00129,0.49151,-0.00010,0.00022,0.00386,0.82668,0.20280,-0.07693,0.08369,74.69875,0.10653,0.54845,58.03704,91.92728,False
futures,4h,GC=F,tsmom120,TS momentum,3600,110,46.93222,31.69725,5.00000,2.00000,22.00000,0.52008,0.00008,0.07349,0.49985,0.02386,31.53611,0.02233,0.42358,22.08551,44.71465,4.62700,0.29699,0.44256,3.00000,7.00000,0.51248,0.68305,0.24076,0.49526,0.53139,0.00007,0.06763,0.45255,-0.00010,0.00024,-0.00216,1.23675,0.10989,-0.10224,0.09893,50.08757,-0.29765,0.39660,33.59385,68.50131,False
futures,4h,GC=F,swing5,Swing structure,3693,81,33.57823,45.90000,38.00000,23.00000,54.00000,0.50530,-0.00002,-0.07327,0.44243,0.01330,44.57425,0.31363,0.35764,38.28021,51.56338,33.13150,1.29056,0.11389,27.50000,40.00000,0.50851,-0.34497,0.62138,0.49367,0.52410,0.00006,-0.85275,0.79920,-0.00010,0.00021,-0.06939,-0.11061,0.54945,-0.12455,-0.00799,34.68661,-0.34146,0.36863,29.73695,40.24494,False
futures,4h,NQ=F,sma50,50-SMA state,3660,236,99.23101,15.55319,5.00000,2.00000,18.00000,0.50958,0.00001,0.04590,0.55468,0.01127,15.72528,-0.10273,0.52448,13.26086,18.64284,4.99050,0.01077,0.69830,4.00000,7.00000,0.50713,0.27659,0.38861,0.49206,0.52147,0.00001,-0.05713,0.49850,-0.00014,0.00017,0.07894,-0.88477,0.81019,0.01824,0.14180,98.66934,0.05427,0.54446,82.34201,116.15313,False
futures,4h,NQ=F,sma10_40,10/40 crossover,3670,103,42.95312,35.87255,27.00000,13.50000,46.00000,0.50546,0.00002,-0.16684,0.40624,0.00434,32.66336,1.11582,0.14186,28.31941,37.75412,25.70950,0.44691,0.36663,21.00000,30.52500,0.50501,0.05049,0.47453,0.49096,0.51994,0.00000,0.19181,0.42358,-0.00016,0.00017,-0.17727,0.29856,0.36663,-0.23331,-0.11649,47.28616,-1.05995,0.13686,40.43749,53.93771,False
futures,4h,NQ=F,donch20,Donchian,3684,85,35.23873,43.53571,33.00000,17.00000,53.25000,0.50326,-0.00004,-0.11021,0.51385,0.01462,43.78660,-0.06221,0.49750,37.61120,50.74804,33.20000,-0.05282,0.52448,28.00000,40.00000,0.50672,-0.39094,0.66334,0.49211,0.52100,0.00001,-0.46374,0.69231,-0.00015,0.00018,-0.06332,-1.37859,0.92208,-0.11680,-0.00502,35.22895,0.00308,0.50150,30.17964,40.70395,False
futures,4h,NQ=F,donch55,Donchian,3628,35,14.48346,104.05882,91.50000,41.00000,140.75000,0.51160,-0.00004,-0.07873,0.49158,0.00496,108.84283,-0.29569,0.56543,86.53415,139.61662,82.91600,0.56249,0.24975,62.00000,112.00000,0.50723,0.44415,0.34166,0.49136,0.52360,0.00002,-0.53689,0.70030,-0.00013,0.00018,-0.06986,-0.23498,0.59041,-0.13161,-0.00887,14.11494,0.18460,0.58541,10.76131,17.38985,False
futures,4h,NQ=F,tsmom20,TS momentum,3689,331,138.25024,11.13636,4.00000,1.00000,17.75000,0.50747,-0.00001,0.03135,0.55599,0.00418,11.04349,0.11026,0.42058,9.77064,12.58389,4.38950,-0.58918,0.95105,4.00000,5.02500,0.50658,0.10332,0.45954,0.49294,0.52091,0.00001,-0.16716,0.56444,-0.00014,0.00017,0.04290,-0.32833,0.61838,-0.01298,0.10136,140.13618,-0.17943,0.41558,122.36369,157.16610,False
futures,4h,NQ=F,tsmom60,TS momentum,3649,193,81.31824,18.89583,4.00000,2.00000,15.00000,0.51414,-0.00005,-0.03292,0.46725,0.00421,19.80632,-0.32109,0.59341,15.64635,24.68245,4.48000,-0.54733,0.91009,3.00000,6.00000,0.50664,0.80562,0.21778,0.49025,0.52104,0.00001,-0.65121,0.73427,-0.00014,0.00017,0.01894,-1.06469,0.86014,-0.05836,0.09774,78.66562,0.24192,0.60040,61.85270,97.86283,False
futures,4h,NQ=F,tsmom120,TS momentum,3589,155,66.31441,23.29870,4.00000,2.00000,12.00000,0.51772,-0.00006,-0.04572,0.45050,0.00480,29.15726,-0.90459,0.83417,20.65766,40.61279,4.60700,-0.52203,0.84316,3.00000,7.00000,0.50867,0.89315,0.19081,0.49204,0.52554,0.00002,-0.81761,0.79221,-0.00013,0.00018,0.01249,-0.99711,0.83417,-0.07756,0.11196,54.03029,1.11632,0.86713,37.04304,72.81542,False
