market,dir,signal_date,entry_date,exit_date,entry_px,exit_px,contracts,gross_pnl,net_pnl,pnl_R,mae_R,mfe_R,bars_held,exit_reason,sig_own_i,ent_own_i,N,K
6B=F,S,2020-03-17,2020-03-18,2020-03-27,1.2157000469207764,1.2238247767720267,0.25399813691313394,-12.897914032125696,-13.278911237495398,-0.14706898818464234,-0.06856845461768976,1.2694244027341164,7,stop,4843,4844,50,4
6A=F,S,2020-02-24,2020-02-25,2020-04-08,0.6602000164031983,0.6221177802642686,0.5057867706243491,192.61491234863126,191.85623219269473,2.370592141619716,-0.5249621736997204,6.599520450604507,31,stop,4815,4816,50,4
ES=F,S,2020-02-26,2020-02-27,2020-04-09,3100.0,2802.1075030395505,0.08467716654604249,126.1234628896822,125.99644713986314,1.5487286161354503,-0.19255511944115752,4.819082178446267,30,stop,4912,4913,50,4
HG=F,S,2020-03-11,2020-03-12,2020-04-13,2.490499937057495,2.3479915151409467,0.21482249689473287,76.53503756160241,76.21280381626032,0.8901300164727936,-0.2759925919672588,2.7034759076810944,21,stop,4899,4900,50,4
NQ=F,S,2020-02-27,2020-02-28,2020-04-14,8346.75,8565.708817763782,0.05326455985110154,-23.325490107410754,-23.405386947187406,-0.28515782859156447,-0.8510912215638149,2.2297746376616607,31,stop,4913,4914,50,4
NG=F,S,2020-01-15,2020-01-16,2020-04-20,2.132500062942505,1.9453775414790968,0.022156368701977354,41.45955577986939,41.42632122681643,0.5092884896062013,-0.1021450906822434,1.6710931145650016,64,stop,4862,4863,50,4
CL=F,S,2020-01-24,2020-01-27,2020-05-13,53.690000762939455,26.12010500284674,0.12745821137144386,351.40096012785716,351.2097728108,4.330768980184323,-0.1273065810292498,6.855701766616476,73,stop,4872,4873,50,4
ZC=F,S,2020-04-01,2020-04-02,2020-05-28,334.625,327.70605154784306,0.05341725880623908,18.479563006794727,18.399437118585368,0.20323125167168146,-0.2544466049995521,1.0140987880416932,38,stop,4923,4924,50,4
ZN=F,L,2020-04-21,2020-04-22,2020-06-05,139.4453125,137.10248351567054,0.022384492493516348,-52.44303781331528,-52.47661455205556,-0.6007555974731528,-0.3463501678464511,0.054054650473145546,31,stop,4912,4913,50,4
NG=F,L,2020-05-04,2020-05-05,2020-06-10,1.992500056266785,1.6769558169058967,0.01575740869442174,-49.72159540779955,-49.74523152084118,-0.5707801740097678,-0.7186863321105166,0.3064584701500136,25,stop,4937,4938,50,4
6B=F,L,2020-06-09,2020-06-10,2020-06-29,1.2731000019073486,1.2302441806631454,0.2855419043900208,-76.48208007667553,-76.91039293326055,-0.8896248323625077,-0.8566814626296715,0.1692710818208265,13,stop,4901,4902,50,4
ZW=F,S,2020-05-18,2020-05-19,2020-07-09,496.375,530.375,0.036942227494132174,-62.8017867400247,-62.857200081265894,-0.7283645995136903,-0.6982925377353555,0.6019763256339271,35,gap_stop,4967,4968,50,4
ZC=F,L,2020-06-30,2020-07-01,2020-07-21,338.875,322.2453998666647,0.06365859145949015,-52.9308460511338,-53.026333938323035,-0.6132050738101492,-0.5935275598484039,0.6487394258808136,13,stop,4985,4986,50,4
GC=F,L,2020-04-06,2020-04-07,2020-08-11,1695.799951171875,1951.986040389111,0.053363584518112524,136.7100802430869,136.63003486630976,1.5430854483667378,-0.22781380070527485,2.2130515026945314,87,stop,4912,4913,50,4
SI=F,L,2020-05-18,2020-05-19,2020-08-11,17.705000762939452,25.701418805748606,0.049428145318018805,395.2481130435984,395.1739708256213,4.579121097129876,-0.21191993248319207,6.7728157229709,58,stop,4944,4945,50,4
ZN=F,L,2020-07-09,2020-07-10,2020-08-28,139.3984375,138.7918222037985,0.0459944385292692,-27.900929952054828,-27.96992160984873,-0.32235860483208817,-0.26918863912617375,0.5342359145734832,35,stop,4967,4968,50,4
ES=F,L,2020-05-27,2020-05-28,2020-09-04,3035.25,3396.095857165521,0.048954326353648527,88.3248292752148,88.25139778568433,1.0241664193890851,-0.28477011038465583,1.56730083196742,70,stop,4975,4976,50,4
NQ=F,L,2020-05-07,2020-05-08,2020-09-04,9115.25,11524.923265035182,0.033610508616348234,161.98068807409794,161.93027231117344,1.8667598399903247,-0.20787641281304617,2.5960334871340343,83,stop,4962,4963,50,4
CL=F,L,2020-06-04,2020-06-05,2020-09-08,37.340001831054686,38.27053577760003,0.07606395336674279,7.07800907161963,6.963913141569516,0.08086632295912569,-0.26321442480782103,0.5688253013855271,65,stop,4961,4962,50,4
NG=F,L,2020-08-14,2020-08-17,2020-09-17,2.3934999599456788,2.1462388713956138,0.019627146649370843,-48.53029645655196,-48.55973717652602,-0.5354623228273877,-0.3473638163199995,0.7564095882424263,22,stop,5009,5010,50,4
HG=F,L,2020-08-18,2020-08-19,2020-10-01,3.016500032424927,2.9056459574594413,0.17866298970307345,-49.51380113525572,-49.781795619810325,-0.5446705458997244,-0.5033557137099949,0.474034616662353,30,stop,5010,5011,50,4
6E=F,L,2020-07-17,2020-07-20,2020-10-29,1.143249971961975,1.1672953031721722,0.2144090864797862,64.44421873602826,64.12260510630858,0.738845258540272,-0.05558400207559642,1.7988382116554429,72,stop,5014,5015,50,4
YM=F,S,2020-10-28,2020-10-29,2020-11-09,26481.0,28558.493716165936,0.08755796305537043,-90.95055902391064,-91.08189596849371,-0.9774803198296056,-0.9283859388639689,0.2480707367004937,7,stop,4674,4675,50,4
CL=F,S,2020-09-08,2020-09-09,2020-11-11,36.780000915527346,42.27397344542145,0.15249503625685365,-83.7803540140359,-84.00909656842119,-0.919480719065011,-0.844544370427324,0.5240851801698619,45,stop,5027,5028,50,4
NG=F,L,2020-10-09,2020-10-12,2020-11-16,2.892500032424927,2.6993685198620794,0.012400107722267701,-23.94851560343806,-23.96711576502146,-0.25694074033444136,-0.37554442464495263,0.6693326701973803,25,stop,5048,5049,50,4
GC=F,S,2020-11-09,2020-11-10,2020-12-17,1879.200048828125,1875.0895291358308,0.08320754461292432,3.4202625067887746,3.2954511898693886,0.03498940457808846,-0.09629593508716927,1.0327587571744001,26,stop,5063,5064,50,4
ZS=F,L,2020-07-20,2020-07-21,2021-01-22,902.875,1330.444342558656,0.04185019768778599,894.693075565822,894.6303002692903,10.266039726380404,-0.8013977703606053,12.855380713312634,128,stop,4990,4991,50,4
6A=F,L,2021-02-19,2021-02-22,2021-02-26,0.7873499823570251,0.7696728699093854,0.45534124155775485,-80.49118329064302,-81.17419515297965,-0.7399916569960076,-0.07264033805172428,0.5583024011301939,4,stop,5065,5066,50,4
HG=F,L,2020-10-20,2020-10-21,2021-03-02,3.195999897003174,4.067183194063244,0.18760768285045204,408.60169924864175,408.3202877243661,4.357542092650775,-0.80335200930697,5.841200632276882,89,stop,5054,5055,50,4
CL=F,L,2020-12-16,2020-12-17,2021-03-18,47.859998474121085,58.224956861047694,0.16289391712269713,168.83886724602277,168.59452637033874,1.7368626476754574,-0.28528270408893663,3.3764082564955973,61,stop,5097,5098,50,4
6B=F,L,2021-01-14,2021-01-15,2021-03-23,1.3661000562667849,1.3750128965812478,0.35378608060883293,19.707742762163992,19.177063641250744,0.17959003847124666,-0.2546982322178575,1.2092977278772061,45,stop,5053,5054,50,4
GC=F,S,2021-02-26,2021-03-01,2021-04-08,1736.9999755859376,1756.8297389896743,0.10855660050710503,-21.526517039698568,-21.689351940459225,-0.19654588961204264,-0.13083612025166186,0.6226980449928206,27,stop,5137,5138,50,4
6E=F,S,2021-03-05,2021-03-08,2021-04-14,1.1918000148773191,1.1981499738260482,0.3022954149355656,-23.99454344037312,-24.44798656277647,-0.21871621388297668,-0.2636769629681084,0.7082115271943642,26,stop,5173,5174,50,4
ZW=F,S,2021-03-24,2021-03-25,2021-04-20,624.375,664.4294247530971,0.03477338455603187,-69.6413957555044,-69.69355583233845,-0.6243869603072546,-0.5666060027323091,0.4848278167709449,17,stop,5181,5182,50,4
ZN=F,S,2020-10-05,2020-10-06,2021-05-07,138.7421875,133.02579939705413,0.06487323678870002,370.8405989785152,370.7432891233321,4.019740485255076,-0.4890692093714285,5.588577370008346,147,stop,5028,5029,50,4
ZB=F,S,2020-08-27,2020-08-28,2021-05-07,176.078125,159.57165639375305,0.01628676513846448,268.8369774553813,268.81254730767364,2.923736787096343,-0.7279463018746115,3.9275886021295574,173,stop,5008,5009,50,4
ES=F,L,2020-11-13,2020-11-16,2021-05-13,3587.25,4045.845845045302,0.06370565347561291,146.07573994905948,145.98018146884607,1.5481331301442371,-0.15201095888094784,2.1990918718110453,122,stop,5095,5096,50,4
YM=F,L,2020-11-10,2020-11-11,2021-05-13,29361.0,33297.254784946046,0.07250039772557339,142.69001872888984,142.58126813230146,1.4974244465996023,-0.20786696833691087,2.146816546615092,125,stop,4683,4684,50,4
ZC=F,L,2020-09-10,2020-09-11,2021-05-14,355.875,687.2484583908282,0.0755637595963938,1251.9912173235075,1251.877871684113,13.698749611965495,-0.01550364425311152,17.327906393560976,169,stop,5035,5036,50,4
ZS=F,L,2021-04-19,2021-04-20,2021-05-19,1450.875,1534.202294292838,0.02235344773685516,93.13261590142507,93.09908572981978,0.8263375511319555,-0.008680298242323943,2.245717159549809,21,stop,5178,5179,50,4
HG=F,L,2021-04-23,2021-04-26,2021-06-15,4.418500221252441,4.375499927520752,0.159083812063361,-17.101626616703292,-17.340252334798336,-0.15093012051022733,-0.0017308383452523273,1.6616039266914997,35,gap_stop,5181,5182,50,4
GC=F,L,2021-05-06,2021-05-07,2021-06-16,1843.0000244140624,1840.383471571316,0.1594973755605907,-4.173333114336517,-4.412579177677403,-0.03711262542792517,-0.387687041590074,0.9819590000736861,27,stop,5185,5186,50,4
6E=F,L,2021-05-18,2021-05-19,2021-06-16,1.2231499982833862,1.2010208113517955,0.369400803266605,-102.18174285208086,-102.73584405698075,-0.8813592928831359,-0.5486397512019664,0.15647239940514523,19,stop,5224,5225,50,4
6B=F,L,2021-05-10,2021-05-11,2021-06-18,1.4123999906539917,1.3877165169765846,0.5588382004861614,-86.21292507268568,-87.05118237341493,-0.7332167630422424,-0.6648642572554282,0.38832894199578544,27,stop,5132,5133,50,4
CL=F,L,2021-05-17,2021-05-18,2021-07-19,66.34000183105469,68.19505442578395,0.15028738933818483,27.879101154688605,27.65367007068133,0.23694973437156583,-0.6155366656406459,1.3701486264532658,42,stop,5200,5201,50,4
GC=F,S,2021-06-29,2021-06-30,2021-07-29,1760.9999755859376,1829.891479212318,0.13536985775764696,-93.25833046613538,-93.46138525277185,-0.8050847189761672,-0.8395836761516307,0.020989869476019052,20,stop,5222,5223,50,4
ZS=F,S,2021-06-17,2021-06-18,2021-08-11,1330.375,1463.2926765026004,0.013646501963233209,-90.69306666705668,-90.71353642000153,-0.7916687352184799,-0.8909778464969872,0.027540668605170033,37,stop,5220,5221,50,4
6A=F,S,2021-06-17,2021-06-18,2021-08-31,0.7553000020027161,0.7337479807943914,0.4580133349289981,98.71113108085275,98.02411107845926,0.855469063394258,-0.2418260215864449,1.7847226716084965,51,stop,5147,5148,50,4
SI=F,S,2021-07-16,2021-07-19,2021-09-03,25.60500061035156,24.538291985262433,0.06940766162892753,74.03775130684465,73.93363981440126,0.6353345765669955,-0.21770035555285264,1.491104261285088,34,stop,5237,5238,50,4
6E=F,S,2021-08-10,2021-08-11,2021-09-03,1.1715500520706177,1.188098934208621,0.44562418361160977,-92.18227615540599,-92.85071243082339,-0.7804045399313008,-0.7607931883306412,0.2177045527205324,17,stop,5282,5283,50,4
ES=F,L,2021-06-04,2021-06-07,2021-09-20,4232.5,4385.282740651645,0.11917154834895764,91.03677882226904,90.8580214997456,0.7813918381548944,-0.5419117372349541,1.6244540964868128,73,stop,5233,5234,50,4
NQ=F,L,2021-06-14,2021-06-15,2021-09-20,14119.75,15016.063977148116,0.06895776433565941,123.61561601387486,123.51217936737136,1.0596656142814456,-0.3310109195539988,1.8801656878330797,67,stop,5239,5240,50,4
ZB=F,L,2021-06-17,2021-06-18,2021-09-23,161.171875,161.6136846097752,0.023823269211948033,10.525349274100092,10.48961437028217,0.0915442178662528,-0.5425118784409786,1.237706740634808,67,stop,5210,5211,50,4
SI=F,S,2021-09-16,2021-09-17,2021-10-13,22.884999389648442,23.15400016784668,0.07192223448891318,-19.347137047273698,-19.45502039900707,-0.159738680821677,-0.5019507692226526,0.8420948781377505,18,gap_stop,5280,5281,50,4
6B=F,S,2021-09-22,2021-09-23,2021-10-15,1.3618999885559082,1.3747583936912062,0.6518646999562631,-52.38712753398194,-53.364924583916334,-0.4475622330847072,-0.4339512383157436,0.6868017219763086,16,stop,5226,5227,50,4
NG=F,L,2021-05-04,2021-05-05,2021-10-18,2.9764999046325684,4.982488204286812,0.0335227706125563,672.4628562078107,672.4125720518917,5.693012057095126,-0.41012259150554736,9.903972107644575,115,stop,5189,5190,50,4
YM=F,S,2021-09-21,2021-09-22,2021-10-19,33760.0,35313.29934961294,0.15463902557746537,-120.10034892712802,-120.33230746549422,-1.002576822570335,-0.9450496776706041,0.24286552725413615,19,stop,4899,4900,50,4
ZC=F,S,2021-07-30,2021-08-02,2021-10-26,546.875,544.0422002690196,0.02125192960825803,3.0101230238543395,2.978245129441952,0.025314159678465092,-0.3849779362998439,0.5340016535772028,60,stop,5258,5259,50,4
HG=F,L,2021-10-14,2021-10-15,2021-10-27,4.610999858856201,4.3872997489480925,0.13069582687353593,-73.09167709035273,-73.28772083066303,-0.6023222401361433,-0.3343251262049511,0.4833614288033067,8,stop,5302,5303,50,4
6A=F,L,2021-10-19,2021-10-20,2021-11-10,0.7477999759674072,0.7337983894547363,0.5513683293420841,-77.20031363630021,-78.02736613031333,-0.6513519176985835,-0.4579648473184891,0.34980470410333403,15,stop,5233,5234,50,4
ZS=F,S,2021-09-01,2021-09-02,2021-11-17,1275.125,1264.0609036177634,0.016998929724542467,9.403889843360211,9.378391448773396,0.07762084987605088,-0.23126365325059203,0.7307227979134676,53,stop,5273,5274,50,4
CL=F,L,2021-09-24,2021-09-27,2021-11-19,74.20000244140626,75.93504274420528,0.1513463657727632,26.259204429790646,26.032184881131503,0.21773548696401776,-0.134183065525995,1.419045280907133,39,stop,5291,5292,50,4
GC=F,L,2021-11-10,2021-11-11,2021-11-23,1854.0000244140624,1795.4,0.15650960193301428,-91.71466494309811,-91.94942934599763,-0.7694539393167366,-0.6325900626620391,0.20562324205420413,8,gap_stop,5316,5317,50,4
YM=F,L,2021-10-26,2021-10-27,2021-11-26,35647.0,34978.726473849776,0.14921254129431927,-49.857395558295316,-50.0812143702368,-0.41886123422402033,-0.17284245148986935,0.49855999545272783,21,stop,4924,4925,50,4
ZW=F,L,2021-11-22,2021-11-23,2021-11-30,846.875,778.956310572474,0.03107363756368522,-105.52403695357215,-105.57064740991767,-0.8840374356515871,-0.5448091483411861,0.21304477144088174,4,stop,5350,5351,50,4
ES=F,L,2021-10-25,2021-10-26,2021-12-01,4565.0,4529.882676579056,0.1113275633695151,-19.547630242564303,-19.714621587618574,-0.16486689247913672,-0.09891830118110917,0.8169487932839841,25,stop,5332,5333,50,4
ZN=F,S,2021-09-23,2021-09-24,2021-12-03,132.1796875,132.19072719938904,0.060033485999220135,-0.6627516387078141,-0.7528018677066444,-0.006341248663675588,-0.13827565778719106,1.355101446314472,49,stop,5272,5273,50,4
ZB=F,L,2021-12-03,2021-12-06,2021-12-29,165.578125,159.31798605243745,0.018831912311252537,-117.89038771675473,-117.91863558522161,-1.0077857629111304,-0.8424517361850414,0.0,16,stop,5328,5329,50,4
CL=F,S,2021-11-30,2021-12-01,2021-12-30,67.00000213623046,77.34032267649707,0.090122812860846,-93.1898772971609,-93.32506151645217,-0.8006655705309743,-0.801800622473047,0.3533490932666765,20,stop,5337,5338,50,4
6B=F,S,2021-11-24,2021-11-26,2021-12-31,1.3326000141143801,1.3515263029883176,0.6372137428932729,-75.37557107775613,-76.33139169209603,-0.6391923674546918,-0.610303115113065,0.5536080638585115,24,stop,5271,5272,50,4
NG=F,S,2021-11-22,2021-11-23,2022-01-12,4.794500003814697,4.707441845409962,0.008082593262736339,7.0365568458834735,7.0244329559893695,0.058821858629010966,-0.51946520567828,0.8517877939478669,34,stop,5330,5331,50,4
6E=F,S,2021-10-12,2021-10-13,2022-01-12,1.153499977493286,1.1440750061542022,0.5285299065497647,62.26724026350155,61.474445403676896,0.5015432878365437,-0.8489358562604921,1.8595708205122945,63,stop,5326,5327,50,4
ES=F,L,2021-12-10,2021-12-13,2022-01-19,4711.5,4547.221536003857,0.0925292763762205,-76.00283698880045,-76.14163090336478,-0.6543517444718747,-0.760395789896174,0.3846708113592409,25,stop,5365,5366,50,4
YM=F,L,2021-12-29,2021-12-30,2022-01-19,36395.0,34962.59893895423,0.12560980560629592,-89.96180941410559,-90.15022412251504,-0.7828409966947562,-0.6871805257805508,0.23833165854452437,13,stop,4968,4969,50,4
6B=F,L,2022-01-12,2022-01-13,2022-01-27,1.371100051498413,1.3424999879837036,0.606665036248791,-108.44161605543083,-109.351613609804,-0.9577858835351748,-0.8734315870343454,0.1228751336123061,9,gap_stop,5304,5305,50,4
ZN=F,S,2022-01-03,2022-01-04,2022-03-01,129.4765625,128.40900886250773,0.04926700029692408,52.59516537531391,52.52126487486852,0.4562245689167551,-0.050151150739185996,1.6817352547873707,38,stop,5342,5343,50,4
ZB=F,S,2022-01-04,2022-01-05,2022-03-01,157.046875,156.96805704834367,0.020263434274762234,1.597122383059495,1.5667272316473517,0.013532046629695803,-0.04648920217118196,1.1676993721820412,37,stop,5349,5350,50,4
HG=F,L,2022-01-12,2022-01-13,2022-03-08,4.564500129699707,4.6085463925481305,0.14193741585600922,15.629531817049518,15.416625693265505,0.13503071398144906,-0.8888863704973962,1.3846115299086488,36,stop,5364,5365,50,4
ZW=F,L,2022-02-28,2022-03-01,2022-03-10,951.375,1073.375,0.017081066220954923,104.19450394782504,104.16888234849361,0.8980250941997844,-0.0027610019703609013,3.488986156546059,7,gap_stop,5416,5417,50,4
CL=F,L,2022-01-18,2022-01-19,2022-03-14,86.62000061035157,100.5565540443842,0.10684038482007847,148.89867319576325,148.73841261853312,1.313700005492467,-0.44540021001090535,4.140712867449924,37,stop,5370,5371,50,4
GC=F,L,2022-02-14,2022-02-15,2022-03-15,1872.6999755859372,1927.8323106558387,0.15716864992151874,86.6507466995722,86.41499372468992,0.7453495350784249,-0.34297027980876965,2.701743757322866,19,stop,5381,5382,50,4
NQ=F,S,2022-01-18,2022-01-19,2022-03-25,15238.5,14796.207111845952,0.042430251742107176,37.533197176239845,37.46955179862669,0.3309417489206334,-0.10005986885126888,1.7197555736272392,46,stop,5390,5391,50,4
ES=F,S,2022-01-26,2022-01-27,2022-03-28,4345.0,4555.549303312008,0.06573169094906983,-69.19880867423447,-69.29740621065807,-0.6074727964946892,-0.6943392349681161,0.7008216552115945,41,stop,5396,5397,50,4
NG=F,L,2022-04-07,2022-04-08,2022-04-25,6.412499774932861,6.349298744793781,0.008974333617707251,-5.671871294508744,-5.685332794935304,-0.04745357584747834,-0.12396871506393956,1.2378176753200383,10,stop,5424,5425,50,4
6B=F,S,2022-03-07,2022-03-08,2022-05-23,1.3104000257492063,1.255975808474849,0.5400388657123265,183.6949535257824,182.88489522721392,1.4658619287545553,-0.4436731321447524,2.556539129304865,53,stop,5340,5341,50,4
6E=F,S,2022-03-01,2022-03-02,2022-05-24,1.1123500036239624,1.0712136025651684,0.2813584481359539,144.67592454750618,144.25388687530224,1.220391077309171,-0.19786097322809948,2.2791351782253817,58,stop,5422,5423,50,4
ZC=F,L,2021-11-23,2021-11-24,2022-05-31,580.625,748.3015308431591,0.05025008776872391,421.2880195811943,421.2126444495412,3.5262693512615435,-0.3917573858339475,5.182240318649064,128,stop,5339,5340,50,4
HG=F,S,2022-04-26,2022-04-27,2022-06-02,4.445500099182129,4.44280564191527,0.15256871681369694,1.0277247192850534,0.7988716440645081,0.006486983403016528,-0.12234007882926141,1.2063646317111945,25,stop,5435,5436,50,4
NG=F,L,2022-05-24,2022-05-25,2022-06-14,8.832500328063965,7.009909478560894,0.005587299357445257,-101.83360682314111,-101.84198777217728,-0.8257573552923525,-0.36989971546532546,0.3766945832205859,13,stop,5456,5457,50,4
CL=F,L,2022-05-27,2022-05-31,2022-06-22,114.96999908447266,103.16371962691198,0.06026808328519505,-71.15418336365543,-71.24458548858324,-0.5785602595479511,-0.3288920144754593,0.42628723777356825,15,stop,5461,5462,50,4
ZS=F,L,2022-03-23,2022-03-24,2022-06-23,1722.625,1622.571849259694,0.014974260824339648,-74.91109877411562,-74.93356016535212,-0.6311993949999583,-0.9199971330292823,0.38707677148018643,62,stop,5413,5414,50,4
ZN=F,S,2022-03-14,2022-03-15,2022-07-01,124.9140625,118.83447011864679,0.03465286045351259,210.67526640527103,210.62328711459077,1.7555546586279558,-0.16472516431641476,2.8815621209871463,75,stop,5390,5391,50,4
ZB=F,S,2022-03-14,2022-03-15,2022-07-01,151.203125,140.23357938063782,0.01660923708659637,182.19578392422105,182.17087006859114,1.5184024710488369,-0.04975142399753333,2.6195206287396897,75,stop,5396,5397,50,4
NG=F,S,2022-06-30,2022-07-01,2022-07-20,5.699500213623047,7.92956686689665,0.004811024273243348,-107.2890479984986,-107.29626453490846,-0.8709332323066042,-0.7242100916560724,0.14624805495412607,12,stop,5481,5482,50,4
NQ=F,S,2022-04-26,2022-04-27,2022-07-21,12880.75,12619.147254161337,0.03671981547164369,19.21200910814205,19.156929384934585,0.1555577593674054,-0.4022334837073554,1.0996568479708873,58,stop,5458,5459,50,4
ES=F,S,2022-06-13,2022-06-14,2022-07-27,3758.0,4013.1913605365376,0.05860171932747061,-74.77326242478766,-74.86116500377888,-0.5974720637038681,-0.6039232016593299,0.27828406969006875,29,stop,5491,5492,50,4
SI=F,S,2022-06-29,2022-06-30,2022-07-28,20.660000915527345,19.78230900823525,0.0770247319049065,67.60398385427975,67.48844675642239,0.548672003553144,-0.02817841133869814,1.6656944895623678,19,stop,5477,5478,50,4
HG=F,S,2022-06-17,2022-06-21,2022-07-29,3.964499914169312,3.598736749571539,0.14039034811758583,128.37404501617783,128.16345949400147,1.0357340035997549,-0.28505453346963266,2.3102142823966854,27,stop,5472,5473,50,4
ZC=F,S,2022-07-19,2022-07-20,2022-08-23,595.125,648.3614251385626,0.02113763395199971,-56.26460337459858,-56.29630982552658,-0.4526577210038552,-0.3855964434842527,0.28574502285747655,24,stop,5501,5502,50,4
ZN=F,L,2022-07-28,2022-07-29,2022-08-24,120.9921875,117.43187867562933,0.028914438483528242,-102.94433048462835,-102.98770214235364,-0.8414581531213804,-0.836084456486042,0.2528555641028427,18,stop,5484,5485,50,4
ZB=F,L,2022-07-27,2022-07-28,2022-08-24,141.828125,136.66960389775858,0.014917232258583952,-76.9508573929418,-76.97323324132967,-0.6246879951913554,-0.5731579713791062,0.5012767736483932,19,stop,5489,5490,50,4
SI=F,S,2022-08-30,2022-08-31,2022-09-12,18.15499984741211,19.320000534057616,0.07932374772301466,-92.41222056460697,-92.5312061861915,-0.7605830578332246,-0.3357910144006563,0.5444377158258009,7,gap_stop,5520,5521,50,4
ZW=F,S,2022-06-21,2022-06-22,2022-09-15,976.875,874.375,0.014214959135783706,72.8516655708915,72.83034313218783,0.5916347205365168,-0.17537722881132717,1.4499294349051697,59,gap_stop,5494,5495,50,4
NG=F,L,2022-08-22,2022-08-23,2022-09-22,9.81850038909912,7.353942911637963,0.004971915383355518,-122.53571235352992,-122.54317022660494,-1.0006698991051157,-0.9802859274471636,0.08505667884231177,21,stop,5517,5518,50,4
GC=F,S,2022-09-01,2022-09-02,2022-10-03,1703.3000244140626,1691.9265813048623,0.18406363268596265,20.93437254826528,20.658277099236336,0.16815319376363191,-0.3715607549446604,1.2420341625448321,20,stop,5519,5520,50,4
6B=F,S,2022-06-13,2022-06-14,2022-10-03,1.215299980545044,1.1314319777290223,0.4329538426037669,226.94358806687586,226.29415730297023,1.806069103534636,-0.5334332725421872,3.7685829776552326,76,stop,5408,5409,50,4
CL=F,S,2022-07-22,2022-07-25,2022-10-07,95.08999847412109,92.87351574333192,0.056365692193674,12.493358335625619,12.408809797335106,0.09972044850850126,-0.30756622079017554,0.853394428883557,53,stop,5498,5499,50,4
6E=F,S,2022-07-05,2022-07-06,2022-10-26,1.027150051498413,1.0050620045853078,0.23514089305380534,64.92253846202406,64.56982712244336,0.5162409835336573,-0.23029498416397876,1.690799231289148,79,stop,5508,5509,50,4
NG=F,S,2022-10-10,2022-10-11,2022-11-07,6.51050008392334,6.981500019073486,0.005911909862468347,-27.84509161836103,-27.853959483154732,-0.22312715027656777,-0.13852207525271992,0.8337374951824845,19,gap_stop,5551,5552,50,4
ES=F,S,2022-09-22,2022-09-23,2022-11-10,3777.0,3950.395174247562,0.07331613455427533,-63.56331963098134,-63.673293832812746,-0.5167731326806937,-0.44925107086491245,0.8181724800519927,34,stop,5561,5562,50,4
6A=F,S,2022-09-30,2022-10-03,2022-11-10,0.6447500156402588,0.6556468767623184,0.3418841117851383,-37.25463685961339,-37.76746302729109,-0.3021543189439456,-0.2803573218201078,0.7453436469275609,28,stop,5472,5473,50,4
ZB=F,S,2022-09-15,2022-09-16,2022-11-16,131.578125,126.0152077786406,0.017955103859984167,99.88275647400255,99.85582381821257,0.8192640575273558,-0.020715764256511473,2.0600676677308636,43,stop,5524,5525,50,4
HG=F,L,2022-11-04,2022-11-07,2022-11-21,3.6664998893737795,3.599499904632568,0.14708925258717254,-24.637444197341825,-24.858078076222586,-0.20091226484932875,-0.18278226359479002,0.8455557617785329,10,gap_stop,5569,5570,50,4
ZN=F,S,2022-09-12,2022-09-13,2022-11-25,115.7578125,113.18223663292392,0.03296911549422994,84.9144582257828,84.86500455254145,0.7070702021995597,-0.09227831979996333,1.9035085968038945,52,stop,5515,5516,50,4
ZS=F,S,2022-09-30,2022-10-03,2022-11-28,1363.625,1462.0415522397288,0.015549872854846124,-76.51824370700525,-76.54156851628751,-0.6123621671179812,-0.6305778443151331,0.084750906325955,39,stop,5545,5546,50,4
NQ=F,S,2022-09-21,2022-09-22,2022-11-30,11661.0,12003.213767330984,0.046548437728059465,-31.859032476581916,-31.928855133174004,-0.2605234015218897,-0.34771774282370727,0.8935073620893189,48,stop,5560,5561,50,4
ZW=F,S,2022-11-18,2022-11-21,2022-12-30,804.875,791.2667224932022,0.01978262603550792,13.460373245219726,13.430699306166465,0.11144739543369163,-0.03180511350496047,0.8402705793729879,27,stop,5600,5601,50,4
6B=F,L,2022-11-23,2022-11-25,2023-01-06,1.2063000036239624,1.1875616721392757,0.2729710260365645,-31.968884822426237,-32.378341361481084,-0.2684512257890629,-0.25319769697791483,0.5460023277797248,28,stop,5522,5523,50,4
GC=F,L,2022-12-01,2022-12-02,2023-02-03,1802.1,1876.8271340437254,0.15110738506607185,112.918218188292,112.69155711069288,0.929231062460239,-0.4709873775491602,1.95621963743492,42,stop,5582,5583,50,4
SI=F,L,2022-11-08,2022-11-09,2023-02-06,21.59500015258789,22.23000061035156,0.05599461143282481,35.556603892142604,35.47261197499337,0.28806147466040016,-0.4342521377889382,1.3345855896525676,59,gap_stop,5569,5570,50,4
6E=F,L,2022-11-15,2022-11-16,2023-02-17,1.0372999740600586,1.0641393353011996,0.1895636459181353,63.59708963730734,63.312744168430136,0.5227275414343971,-0.25334750387468913,1.289242534409718,63,stop,5602,5603,50,4
6A=F,L,2023-01-06,2023-01-09,2023-02-22,0.6890500021934509,0.6803421232637002,0.31664493675392297,-27.573057729717185,-28.048025134848068,-0.23035648803698697,-0.1911431310901618,0.6956555487799856,30,stop,5539,5540,50,4
YM=F,L,2022-11-10,2022-11-11,2023-02-28,33797.0,32615.588782898543,0.08401696621988426,-49.62929315950272,-49.75531860883255,-0.409347354292378,-0.39710879404956945,0.4102420700929843,72,stop,5187,5188,50,4
